,loss,accuracy,val_loss,val_accuracy
0,0.9313801550865173,0.45660001039505005,0.8891513407230377,0.4569999873638153
1,0.861232010126114,0.501800000667572,0.8169335067272187,0.5519999861717224
2,0.8108417952060699,0.5396000146865845,1.0816665410995483,0.48399999737739563
3,0.7715326559543609,0.597000002861023,0.8647858381271363,0.5809999704360962
4,0.7274974703788757,0.6340000033378601,0.8144102990627289,0.6240000128746033
5,0.7535282802581788,0.6039999723434448,1.0595103979110718,0.5630000233650208
6,0.7255086982250214,0.6370000243186951,0.7848710358142853,0.6380000114440918
7,0.6873865807056427,0.6610000133514404,0.7652105271816254,0.6620000004768372
8,0.666415984740477,0.6695390939712524,0.6851778984069824,0.6800000071525574
9,0.67548388838768,0.6743999719619751,0.6586513638496398,0.7120000123977661
10,0.6417945695066739,0.6947895884513855,0.8547143399715423,0.6230000257492065
11,0.6082781368123744,0.7232465147972107,0.622417277097702,0.7360000014305115
12,0.6040383160114289,0.7210000157356262,0.7603947937488555,0.6549999713897705
13,0.5759827315807342,0.7401999831199646,0.6051494359970093,0.7279999852180481
14,0.5756408202648163,0.7418000102043152,0.5290790438652039,0.777999997138977
15,0.5362622916698456,0.7648000121116638,0.5650165110826493,0.7680000066757202
16,0.5231274026632309,0.7670000195503235,0.6549447536468506,0.7129999995231628
17,0.4997068178653717,0.7892000079154968,0.5513934701681137,0.7620000243186951
18,0.48318666219711304,0.7929999828338623,0.5642313301563263,0.7739999890327454
19,0.4853125536441803,0.7911999821662903,0.5972837388515473,0.75
20,0.4590220659971237,0.8015999794006348,0.6343321621417999,0.753000020980835
21,0.4760327935218811,0.7993999719619751,0.5966159284114838,0.7689999938011169
22,0.4481724256277084,0.8105999827384949,0.5838811814785003,0.7599999904632568
23,0.41654454052448275,0.8320000171661377,0.4786940455436707,0.8050000071525574
24,0.4384168040752411,0.8126000165939331,0.5385565996170044,0.796999990940094
25,0.42693253099918366,0.823199987411499,0.5272260308265686,0.7940000295639038
26,0.412116187010595,0.8238477110862732,0.5376709789037705,0.7839999794960022
27,0.4148038727045059,0.8274000287055969,0.5386628568172455,0.7789999842643738
28,0.3953297761733642,0.8346693515777588,0.4512756526470184,0.8119999766349792
29,0.3725559933032684,0.8507013916969299,0.5052131205797196,0.7950000166893005
