,loss,accuracy,val_loss,val_accuracy
0,0.9544660115242004,0.4505999982357025,0.9531087160110474,0.4309999942779541
1,0.8671559286117554,0.4903999865055084,0.9231475114822387,0.5090000033378601
2,0.8142368445893328,0.5681362748146057,0.7752743542194367,0.6140000224113464
3,0.7646468889713287,0.605400025844574,0.7599783778190613,0.6119999885559082
4,0.726923246383667,0.6377999782562256,0.7543165683746338,0.6399999856948853
5,0.7377509233468998,0.6340681314468384,0.7443783104419708,0.656000018119812
6,0.7162631964683532,0.6345999836921692,0.748149186372757,0.6480000019073486
7,0.6975782251358033,0.6547999978065491,0.7086130559444428,0.6850000023841858
8,0.6609733835728708,0.6857715249061584,0.6410534262657166,0.7210000157356262
9,0.6420873997206679,0.6929859519004822,0.6530049800872803,0.6980000138282776
10,0.6159817457199097,0.7045999765396118,0.6462813973426819,0.7129999995231628
11,0.6015144381112231,0.7232465147972107,0.621797788143158,0.7379999756813049
12,0.5757769429683686,0.7426000237464905,0.6565224826335907,0.722000002861023
13,0.5611361986398697,0.7450000047683716,0.5722277939319611,0.7429999709129333
14,0.5793467140197754,0.7391999959945679,0.5706449270248413,0.7549999952316284
15,0.5451080077886581,0.7534000277519226,0.707715880870819,0.7049999833106995
16,0.5241154754161834,0.7630000114440918,0.750634241104126,0.6840000152587891
17,0.5269032388925552,0.7724000215530396,0.5865846097469329,0.7429999709129333
18,0.49450620472431184,0.7918000221252441,0.5652812659740448,0.7730000019073486
19,0.4772243213653564,0.7910000085830688,0.8677897453308105,0.640999972820282
20,0.49426624715328216,0.7829999923706055,0.5286402314901352,0.7630000114440918
21,0.4521930867433548,0.8082000017166138,0.6022887021303177,0.7450000047683716
22,0.4547827848809993,0.8056111931800842,0.5236448913812637,0.7739999890327454
23,0.44768836192473144,0.8110220432281494,0.5425468802452087,0.7720000147819519
24,0.4475448943211703,0.8160320520401001,0.46316739320755007,0.8080000281333923
25,0.44455218851566314,0.8086000084877014,0.5125046223402023,0.800000011920929
26,0.4136438482999802,0.8241999745368958,0.526281076669693,0.7950000166893005
27,0.4190374398231506,0.8212000131607056,0.4333770513534546,0.8090000152587891
28,0.4117907476425171,0.8321999907493591,0.4530423849821091,0.8080000281333923
29,0.4096429896354675,0.8285999894142151,0.5043355286121368,0.7979999780654907
