,loss,accuracy,val_loss,val_accuracy
0,0.9518097567558289,0.4458000063896179,0.9021247982978821,0.49399998784065247
1,0.8520953404903412,0.5239999890327454,0.8828938424587249,0.5600000023841858
2,0.7587306594848633,0.6033999919891357,0.9158456683158874,0.5540000200271606
3,0.7369126641678667,0.6258516907691956,0.7314744114875793,0.6510000228881836
4,0.6865462994575501,0.6710000038146973,0.7038756966590881,0.6729999780654907
5,0.6777515375614166,0.6697999835014343,0.6865818619728088,0.6759999990463257
6,0.6661333000659942,0.6833999752998352,0.832083934545517,0.6230000257492065
7,0.6171041250228881,0.7182000279426575,0.758823812007904,0.6499999761581421
8,0.585817654132843,0.7319999933242798,0.6279177993535996,0.7250000238418579
9,0.5922832179069519,0.7287999987602234,0.6312981814146041,0.7179999947547913
10,0.5991666942834855,0.7218000292778015,0.693416154384613,0.6959999799728394
11,0.5553543090820312,0.7501999735832214,0.6786174356937409,0.7099999785423279
12,0.549825113415718,0.7552000284194946,0.7176793158054352,0.6930000185966492
13,0.5460011965036392,0.7505999803543091,0.7225282192230225,0.6909999847412109
14,0.5460138416290283,0.7577999830245972,0.6050090342760086,0.7310000061988831
15,0.5084916311502456,0.7731999754905701,0.5817806482315063,0.7599999904632568
16,0.5246154356002808,0.7657999992370605,0.7500108361244202,0.7139999866485596
17,0.4776344448328018,0.7888000011444092,0.5276261776685714,0.7720000147819519
18,0.4638171350955963,0.8015999794006348,0.6535756796598434,0.7269999980926514
19,0.45329912364482877,0.8050000071525574,0.6360796213150024,0.7039999961853027
20,0.44988282322883605,0.8104000091552734,0.474324443936348,0.8050000071525574
21,0.4481124252618434,0.8076152205467224,0.5929039478302002,0.7549999952316284
22,0.4608183032274246,0.7978000044822693,0.6230508506298065,0.7480000257492065
23,0.4399919092655182,0.8094000220298767,0.5842577368021011,0.7770000100135803
24,0.4186285445709267,0.8246492743492126,0.5020326197147369,0.7990000247955322
25,0.4225869989395142,0.823199987411499,0.4677999973297119,0.7979999780654907
26,0.43288588189409827,0.8092184662818909,0.7101930797100067,0.7319999933242798
27,0.3885097596049309,0.840399980545044,0.6060301154851914,0.7680000066757202
28,0.4257600176334381,0.8235999941825867,0.640205106139183,0.7400000095367432
29,0.37945628136336684,0.8386773467063904,0.4696042060852051,0.8100000023841858
